activity_id,activity_name,discipline,wbs_code,wbs_name,planned_start_date,planned_finish_date,planned_progress_pct,unit_of_measure,planned_qty
OIL-ELE-407-D,Motor Control Center (MCC) Panel Alignment & Busbar Torquing - Room D,Electrical,1.4.7.4,Electrical Execution Section D,2026-07-18,2026-08-09,28.0,PANELS,8
OIL-ELE-408-A,Insulation Resistance (IR) Megger Testing of Feeder Cables - Feeder A,Electrical,1.4.8.1,Electrical Execution Section A,2026-07-21,2026-08-19,41.0,CIRCUITS,18
OIL-ELE-408-B,Insulation Resistance (IR) Megger Testing of Feeder Cables - Feeder B,Electrical,1.4.8.2,Electrical Execution Section B,2026-07-24,2026-08-29,54.0,CIRCUITS,18
OIL-ELE-408-C,Insulation Resistance (IR) Megger Testing of Feeder Cables - Feeder C,Electrical,1.4.8.3,Electrical Execution Section C,2026-07-27,2026-09-08,67.0,CIRCUITS,18
OIL-ELE-408-D,Insulation Resistance (IR) Megger Testing of Feeder Cables - Feeder D,Electrical,1.4.8.4,Electrical Execution Section D,2026-04-01,2026-04-16,80.0,CIRCUITS,18
OIL-INS-501-A,Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room A,Instrumentation,1.5.1.1,Instrumentation Execution Section A,2026-04-04,2026-04-26,93.0,PANELS,4
OIL-INS-501-B,Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room B,Instrumentation,1.5.1.2,Instrumentation Execution Section B,2026-04-07,2026-05-06,6.0,PANELS,4
OIL-INS-501-C,Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room C,Instrumentation,1.5.1.3,Instrumentation Execution Section C,2026-04-10,2026-05-16,19.0,PANELS,4
OIL-INS-501-D,Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room D,Instrumentation,1.5.1.4,Instrumentation Execution Section D,2026-04-13,2026-05-26,32.0,PANELS,4
OIL-INS-502-A,Instrument Multi-Pair Armored Signal Cable Laying - Loop A,Instrumentation,1.5.2.1,Instrumentation Execution Section A,2026-04-16,2026-05-01,45.0,MTR,2200
OIL-INS-502-B,Instrument Multi-Pair Armored Signal Cable Laying - Loop B,Instrumentation,1.5.2.2,Instrumentation Execution Section B,2026-04-19,2026-05-11,58.0,MTR,2200
OIL-INS-502-C,Instrument Multi-Pair Armored Signal Cable Laying - Loop C,Instrumentation,1.5.2.3,Instrumentation Execution Section C,2026-04-22,2026-05-21,71.0,MTR,2200
OIL-INS-502-D,Instrument Multi-Pair Armored Signal Cable Laying - Loop D,Instrumentation,1.5.2.4,Instrumentation Execution Section D,2026-04-25,2026-05-31,84.0,MTR,2200
OIL-INS-503-A,Instrument Junction Box (JB) Termination and Glanding - Area A,Instrumentation,1.5.3.1,Instrumentation Execution Section A,2026-04-28,2026-06-10,97.0,NOS,16
OIL-INS-503-B,Instrument Junction Box (JB) Termination and Glanding - Area B,Instrumentation,1.5.3.2,Instrumentation Execution Section B,2026-05-01,2026-05-16,10.0,NOS,16
OIL-INS-503-C,Instrument Junction Box (JB) Termination and Glanding - Area C,Instrumentation,1.5.3.3,Instrumentation Execution Section C,2026-05-04,2026-05-26,23.0,NOS,16
OIL-INS-503-D,Instrument Junction Box (JB) Termination and Glanding - Area D,Instrumentation,1.5.3.4,Instrumentation Execution Section D,2026-05-07,2026-06-05,36.0,NOS,16
OIL-INS-504-A,Bench Calibration of Pressure and Temperature Transmitters - Batch A,Instrumentation,1.5.4.1,Instrumentation Execution Section A,2026-05-10,2026-06-15,49.0,NOS,35
OIL-INS-504-B,Bench Calibration of Pressure and Temperature Transmitters - Batch B,Instrumentation,1.5.4.2,Instrumentation Execution Section B,2026-05-13,2026-06-25,62.0,NOS,35
OIL-INS-504-C,Bench Calibration of Pressure and Temperature Transmitters - Batch C,Instrumentation,1.5.4.3,Instrumentation Execution Section C,2026-05-16,2026-05-31,75.0,NOS,35
OIL-INS-504-D,Bench Calibration of Pressure and Temperature Transmitters - Batch D,Instrumentation,1.5.4.4,Instrumentation Execution Section D,2026-05-19,2026-06-10,88.0,NOS,35
OIL-INS-505-A,Field Installation of Coriolis Flow Meters on Trunkline - Manifold A,Instrumentation,1.5.5.1,Instrumentation Execution Section A,2026-05-22,2026-06-20,1.0,NOS,6
OIL-INS-505-B,Field Installation of Coriolis Flow Meters on Trunkline - Manifold B,Instrumentation,1.5.5.2,Instrumentation Execution Section B,2026-05-25,2026-06-30,14.0,NOS,6
OIL-INS-505-C,Field Installation of Coriolis Flow Meters on Trunkline - Manifold C,Instrumentation,1.5.5.3,Instrumentation Execution Section C,2026-05-28,2026-07-10,27.0,NOS,6
OIL-INS-505-D,Field Installation of Coriolis Flow Meters on Trunkline - Manifold D,Instrumentation,1.5.5.4,Instrumentation Execution Section D,2026-05-31,2026-06-15,40.0,NOS,6
OIL-INS-506-A,Instrument Impulse Line SS Tubing and Pressure Testing - Manifold A,Instrumentation,1.5.6.1,Instrumentation Execution Section A,2026-06-03,2026-06-25,53.0,MTR,320
OIL-INS-506-B,Instrument Impulse Line SS Tubing and Pressure Testing - Manifold B,Instrumentation,1.5.6.2,Instrumentation Execution Section B,2026-06-06,2026-07-05,66.0,MTR,320
OIL-INS-506-C,Instrument Impulse Line SS Tubing and Pressure Testing - Manifold C,Instrumentation,1.5.6.3,Instrumentation Execution Section C,2026-06-09,2026-07-15,79.0,MTR,320
OIL-INS-506-D,Instrument Impulse Line SS Tubing and Pressure Testing - Manifold D,Instrumentation,1.5.6.4,Instrumentation Execution Section D,2026-06-12,2026-07-25,92.0,MTR,320
OIL-INS-507-A,Emergency Shutdown Valve (ESDV) Stroke Testing and Calibration - Station A,Instrumentation,1.5.7.1,Instrumentation Execution Section A,2026-06-15,2026-06-30,5.0,NOS,8
OIL-INS-507-B,Emergency Shutdown Valve (ESDV) Stroke Testing and Calibration - Station B,Instrumentation,1.5.7.2,Instrumentation Execution Section B,2026-06-18,2026-07-10,18.0,NOS,8
OIL-INS-507-C,Emergency Shutdown Valve (ESDV) Stroke Testing and Calibration - Station C,Instrumentation,1.5.7.3,Instrumentation Execution Section C,2026-06-21,2026-07-20,31.0,NOS,8
OIL-INS-507-D,Emergency Shutdown Valve (ESDV) Stroke Testing and Calibration - Station D,Instrumentation,1.5.7.4,Instrumentation Execution Section D,2026-06-24,2026-07-30,44.0,NOS,8
OIL-INS-508-A,End-to-End DCS Loop Checking and Signal Verification - Loop A,Instrumentation,1.5.8.1,Instrumentation Execution Section A,2026-06-27,2026-08-09,57.0,LOOPS,45
OIL-INS-508-B,End-to-End DCS Loop Checking and Signal Verification - Loop B,Instrumentation,1.5.8.2,Instrumentation Execution Section B,2026-06-30,2026-07-15,70.0,LOOPS,45
OIL-INS-508-C,End-to-End DCS Loop Checking and Signal Verification - Loop C,Instrumentation,1.5.8.3,Instrumentation Execution Section C,2026-07-03,2026-07-25,83.0,LOOPS,45
OIL-INS-508-D,End-to-End DCS Loop Checking and Signal Verification - Loop D,Instrumentation,1.5.8.4,Instrumentation Execution Section D,2026-07-06,2026-08-04,96.0,LOOPS,45
OIL-MEC-601-A,Rigging and Erection of 3-Phase Test Separator Vessel - Area A,Mechanical,1.6.1.1,Mechanical Execution Section A,2026-07-09,2026-08-14,9.0,NOS,1
OIL-MEC-601-B,Rigging and Erection of 3-Phase Test Separator Vessel - Area B,Mechanical,1.6.1.2,Mechanical Execution Section B,2026-07-12,2026-08-24,22.0,NOS,1
OIL-MEC-601-C,Rigging and Erection of 3-Phase Test Separator Vessel - Area C,Mechanical,1.6.1.3,Mechanical Execution Section C,2026-07-15,2026-07-30,35.0,NOS,1
OIL-MEC-601-D,Rigging and Erection of 3-Phase Test Separator Vessel - Area D,Mechanical,1.6.1.4,Mechanical Execution Section D,2026-07-18,2026-08-09,48.0,NOS,1
OIL-MEC-602-A,Flare Knockout Drum (KOD) Skidded Vessel Erection - Area A,Mechanical,1.6.2.1,Mechanical Execution Section A,2026-07-21,2026-08-19,61.0,NOS,1
OIL-MEC-602-B,Flare Knockout Drum (KOD) Skidded Vessel Erection - Area B,Mechanical,1.6.2.2,Mechanical Execution Section B,2026-07-24,2026-08-29,74.0,NOS,1
OIL-MEC-602-C,Flare Knockout Drum (KOD) Skidded Vessel Erection - Area C,Mechanical,1.6.2.3,Mechanical Execution Section C,2026-07-27,2026-09-08,87.0,NOS,1
OIL-MEC-602-D,Flare Knockout Drum (KOD) Skidded Vessel Erection - Area D,Mechanical,1.6.2.4,Mechanical Execution Section D,2026-04-01,2026-04-16,0.0,NOS,1
OIL-MEC-603-A,Reciprocating Gas Compressor Skid Positioning and Rough Leveling - Shed A,Mechanical,1.6.3.1,Mechanical Execution Section A,2026-04-04,2026-04-26,13.0,SKIDS,2
OIL-MEC-603-B,Reciprocating Gas Compressor Skid Positioning and Rough Leveling - Shed B,Mechanical,1.6.3.2,Mechanical Execution Section B,2026-04-07,2026-05-06,26.0,SKIDS,2
OIL-MEC-603-C,Reciprocating Gas Compressor Skid Positioning and Rough Leveling - Shed C,Mechanical,1.6.3.3,Mechanical Execution Section C,2026-04-10,2026-05-16,39.0,SKIDS,2
OIL-MEC-603-D,Reciprocating Gas Compressor Skid Positioning and Rough Leveling - Shed D,Mechanical,1.6.3.4,Mechanical Execution Section D,2026-04-13,2026-05-26,52.0,SKIDS,2
OIL-MEC-604-A,Dial Gauge Cold and Hot Alignment of Compressor Motor Shaft - Shed A,Mechanical,1.6.4.1,Mechanical Execution Section A,2026-04-16,2026-05-01,65.0,UNITS,2
OIL-MEC-604-B,Dial Gauge Cold and Hot Alignment of Compressor Motor Shaft - Shed B,Mechanical,1.6.4.2,Mechanical Execution Section B,2026-04-19,2026-05-11,78.0,UNITS,2
OIL-MEC-604-C,Dial Gauge Cold and Hot Alignment of Compressor Motor Shaft - Shed C,Mechanical,1.6.4.3,Mechanical Execution Section C,2026-04-22,2026-05-21,91.0,UNITS,2
OIL-MEC-604-D,Dial Gauge Cold and Hot Alignment of Compressor Motor Shaft - Shed D,Mechanical,1.6.4.4,Mechanical Execution Section D,2026-04-25,2026-05-31,4.0,UNITS,2
OIL-MEC-605-A,Non-Shrink Epoxy Grouting under Rotary Equipment Baseplates - Skid A,Mechanical,1.6.5.1,Mechanical Execution Section A,2026-04-28,2026-06-10,17.0,CUM,8
OIL-MEC-605-B,Non-Shrink Epoxy Grouting under Rotary Equipment Baseplates - Skid B,Mechanical,1.6.5.2,Mechanical Execution Section B,2026-05-01,2026-05-16,30.0,CUM,8
OIL-MEC-605-C,Non-Shrink Epoxy Grouting under Rotary Equipment Baseplates - Skid C,Mechanical,1.6.5.3,Mechanical Execution Section C,2026-05-04,2026-05-26,43.0,CUM,8
OIL-MEC-605-D,Non-Shrink Epoxy Grouting under Rotary Equipment Baseplates - Skid D,Mechanical,1.6.5.4,Mechanical Execution Section D,2026-05-07,2026-06-05,56.0,CUM,8
OIL-MEC-606-A,Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station A,Mechanical,1.6.6.1,Mechanical Execution Section A,2026-05-10,2026-06-15,69.0,SKIDS,3
OIL-MEC-606-B,Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station B,Mechanical,1.6.6.2,Mechanical Execution Section B,2026-05-13,2026-06-25,82.0,SKIDS,3
OIL-MEC-606-C,Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station C,Mechanical,1.6.6.3,Mechanical Execution Section C,2026-05-16,2026-05-31,95.0,SKIDS,3
OIL-MEC-606-D,Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station D,Mechanical,1.6.6.4,Mechanical Execution Section D,2026-05-19,2026-06-10,8.0,SKIDS,3
OIL-MEC-607-A,Air Fin Cooler Bundle Lifting and Structural Mounting - Rack A,Mechanical,1.6.7.1,Mechanical Execution Section A,2026-05-22,2026-06-20,21.0,BUNDLES,4
OIL-MEC-607-B,Air Fin Cooler Bundle Lifting and Structural Mounting - Rack B,Mechanical,1.6.7.2,Mechanical Execution Section B,2026-05-25,2026-06-30,34.0,BUNDLES,4
OIL-MEC-607-C,Air Fin Cooler Bundle Lifting and Structural Mounting - Rack C,Mechanical,1.6.7.3,Mechanical Execution Section C,2026-05-28,2026-07-10,47.0,BUNDLES,4
OIL-MEC-607-D,Air Fin Cooler Bundle Lifting and Structural Mounting - Rack D,Mechanical,1.6.7.4,Mechanical Execution Section D,2026-05-31,2026-06-15,60.0,BUNDLES,4
