update_id,reported_date,source_type,field_text,expanded_text,applied_aliases,matched_activity_id,top_activity_name,top_activity_discipline,confidence_score,confidence_level,matched_layer,status,planner_remarks,candidate_matches_json
UPD-2026-022,2026-04-17,whatsapp_log,"Valve pit wall concrete casted today, 18 cum consumed.","Valve pit wall concrete casted today, 18 cum consumed.",,OIL-CIV-308-D,Construction of Concrete Valve Pit and Sump Pit - Station D,Civil,0.5011,Low,unmatched,pending,,"[{""activity_id"": ""OIL-CIV-308-D"", ""activity_name"": ""Construction of Concrete Valve Pit and Sump Pit - Station D"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.8.4"", ""semantic_score"": 0.5217, ""fuzzy_score"": 0.6119, ""discipline_boost"": 0.0, ""final_score"": 0.5011}, {""activity_id"": ""OIL-CIV-308-A"", ""activity_name"": ""Construction of Concrete Valve Pit and Sump Pit - Station A"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.8.1"", ""semantic_score"": 0.5188, ""fuzzy_score"": 0.5938, ""discipline_boost"": 0.0, ""final_score"": 0.4932}, {""activity_id"": ""OIL-CIV-308-B"", ""activity_name"": ""Construction of Concrete Valve Pit and Sump Pit - Station B"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.8.2"", ""semantic_score"": 0.5128, ""fuzzy_score"": 0.5938, ""discipline_boost"": 0.0, ""final_score"": 0.4899}]"
UPD-2026-023,2026-04-18,excel,Gas compressor skid positioned on foundation bolts with 50 ton crane.,Gas compressor skid positioned on foundation bolts with 50 ton crane.,,OIL-MEC-603-A,Reciprocating Gas Compressor Skid Positioning and Rough Leveling - Shed A,Mechanical,0.5146,Low,unmatched,pending,,"[{""activity_id"": ""OIL-MEC-603-A"", ""activity_name"": ""Reciprocating Gas Compressor Skid Positioning and Rough Leveling - Shed A"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.3.1"", ""semantic_score"": 0.578, ""fuzzy_score"": 0.562, ""discipline_boost"": 0.0, ""final_score"": 0.5146}, {""activity_id"": ""OIL-MEC-603-B"", ""activity_name"": ""Reciprocating Gas Compressor Skid Positioning and Rough Leveling - Shed B"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.3.2"", ""semantic_score"": 0.5803, ""fuzzy_score"": 0.5563, ""discipline_boost"": 0.0, ""final_score"": 0.5139}, {""activity_id"": ""OIL-MEC-603-D"", ""activity_name"": ""Reciprocating Gas Compressor Skid Positioning and Rough Leveling - Shed D"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.3.4"", ""semantic_score"": 0.5645, ""fuzzy_score"": 0.5563, ""discipline_boost"": 0.0, ""final_score"": 0.5052}]"
UPD-2026-024,2026-04-19,whatsapp_log,DCS instrument signal checking in progress with control room engineer.,DCS instrument signal checking in progress with control room engineer.,,OIL-INS-508-A,End-to-End DCS Loop Checking and Signal Verification - Loop A,Instrumentation,0.5302,Low,unmatched,pending,,"[{""activity_id"": ""OIL-INS-508-A"", ""activity_name"": ""End-to-End DCS Loop Checking and Signal Verification - Loop A"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.8.1"", ""semantic_score"": 0.6203, ""fuzzy_score"": 0.54, ""discipline_boost"": 0.0, ""final_score"": 0.5302}, {""activity_id"": ""OIL-INS-508-B"", ""activity_name"": ""End-to-End DCS Loop Checking and Signal Verification - Loop B"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.8.2"", ""semantic_score"": 0.6053, ""fuzzy_score"": 0.54, ""discipline_boost"": 0.0, ""final_score"": 0.5219}, {""activity_id"": ""OIL-INS-508-D"", ""activity_name"": ""End-to-End DCS Loop Checking and Signal Verification - Loop D"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.8.4"", ""semantic_score"": 0.594, ""fuzzy_score"": 0.5446, ""discipline_boost"": 0.0, ""final_score"": 0.5173}]"
UPD-2026-025,2026-04-20,text,Flange bolt torquing and tensioning inspection completed on main skid.,Flange bolt torquing and tensioning inspection completed on main skid.,,OIL-PIP-206-B,Piping Flange Bolt Torquing and Tensioning Inspection - Skid B,Piping,0.7462,Medium,hybrid,pending,,"[{""activity_id"": ""OIL-PIP-206-B"", ""activity_name"": ""Piping Flange Bolt Torquing and Tensioning Inspection - Skid B"", ""discipline"": ""Piping"", ""wbs_code"": ""1.2.6.2"", ""semantic_score"": 0.8182, ""fuzzy_score"": 0.8463, ""discipline_boost"": 0.0, ""final_score"": 0.7462}, {""activity_id"": ""OIL-PIP-206-D"", ""activity_name"": ""Piping Flange Bolt Torquing and Tensioning Inspection - Skid D"", ""discipline"": ""Piping"", ""wbs_code"": ""1.2.6.4"", ""semantic_score"": 0.8084, ""fuzzy_score"": 0.8508, ""discipline_boost"": 0.0, ""final_score"": 0.7424}, {""activity_id"": ""OIL-PIP-206-A"", ""activity_name"": ""Piping Flange Bolt Torquing and Tensioning Inspection - Skid A"", ""discipline"": ""Piping"", ""wbs_code"": ""1.2.6.1"", ""semantic_score"": 0.8119, ""fuzzy_score"": 0.8418, ""discipline_boost"": 0.0, ""final_score"": 0.7412}]"
UPD-2026-026,2026-04-21,whatsapp_log,Stringing of 14-inch coated pipes done for 85 joints along right of way.,Stringing of 14-inch coated pipes done for 85 joints along right of way. (Domain Expansion: line pipe hauling stringing along right of way),stringing,OIL-PLN-103-A,"Line Pipe Hauling, Offloading and Stringing along ROW - KP 1-16",Pipeline,0.6263,Medium,hybrid,pending,,"[{""activity_id"": ""OIL-PLN-103-A"", ""activity_name"": ""Line Pipe Hauling, Offloading and Stringing along ROW - KP 1-16"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.3.1"", ""semantic_score"": 0.593, ""fuzzy_score"": 0.5719, ""discipline_boost"": 1.0, ""final_score"": 0.6263}, {""activity_id"": ""OIL-PLN-103-D"", ""activity_name"": ""Line Pipe Hauling, Offloading and Stringing along ROW - KP 46-61"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.3.4"", ""semantic_score"": 0.5635, ""fuzzy_score"": 0.5676, ""discipline_boost"": 1.0, ""final_score"": 0.6086}, {""activity_id"": ""OIL-PLN-103-B"", ""activity_name"": ""Line Pipe Hauling, Offloading and Stringing along ROW - KP 16-31"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.3.2"", ""semantic_score"": 0.5567, ""fuzzy_score"": 0.5676, ""discipline_boost"": 1.0, ""final_score"": 0.6048}]"
UPD-2026-027,2026-04-22,excel,Non-shrink epoxy grouting poured below dispatch pump baseplate.,Non-shrink epoxy grouting poured below dispatch pump baseplate. (Domain Expansion: rotary equipment base plate epoxy non-shrink grouting),grouting,OIL-MEC-605-A,Non-Shrink Epoxy Grouting under Rotary Equipment Baseplates - Skid A,Mechanical,0.7721,Medium,hybrid,pending,,"[{""activity_id"": ""OIL-MEC-605-A"", ""activity_name"": ""Non-Shrink Epoxy Grouting under Rotary Equipment Baseplates - Skid A"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.5.1"", ""semantic_score"": 0.7756, ""fuzzy_score"": 0.7014, ""discipline_boost"": 1.0, ""final_score"": 0.7721}, {""activity_id"": ""OIL-MEC-605-B"", ""activity_name"": ""Non-Shrink Epoxy Grouting under Rotary Equipment Baseplates - Skid B"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.5.2"", ""semantic_score"": 0.7608, ""fuzzy_score"": 0.7014, ""discipline_boost"": 1.0, ""final_score"": 0.7639}, {""activity_id"": ""OIL-MEC-605-C"", ""activity_name"": ""Non-Shrink Epoxy Grouting under Rotary Equipment Baseplates - Skid C"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.5.3"", ""semantic_score"": 0.7626, ""fuzzy_score"": 0.6984, ""discipline_boost"": 1.0, ""final_score"": 0.7639}]"
UPD-2026-028,2026-04-23,whatsapp_log,RTU panel installed and terminal wiring connected in local shelter.,RTU panel installed and terminal wiring connected in local shelter.,,OIL-INS-501-A,Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room A,Instrumentation,0.4999,Low,unmatched,pending,,"[{""activity_id"": ""OIL-INS-501-A"", ""activity_name"": ""Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room A"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.1.1"", ""semantic_score"": 0.5561, ""fuzzy_score"": 0.5545, ""discipline_boost"": 0.0, ""final_score"": 0.4999}, {""activity_id"": ""OIL-INS-501-D"", ""activity_name"": ""Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room D"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.1.4"", ""semantic_score"": 0.5542, ""fuzzy_score"": 0.5545, ""discipline_boost"": 0.0, ""final_score"": 0.4989}, {""activity_id"": ""OIL-INS-501-B"", ""activity_name"": ""Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room B"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.1.2"", ""semantic_score"": 0.5595, ""fuzzy_score"": 0.5408, ""discipline_boost"": 0.0, ""final_score"": 0.497}]"
UPD-2026-029,2026-04-24,text,Pigging run tool launched and retrieved successfully with zero damage to cup.,Pigging run tool launched and retrieved successfully with zero damage to cup. (Domain Expansion: pipeline internal cleaning gauging and caliper pigging run),pigging,OIL-PLN-112-B,Caliper and Gauging Pigging Run of Completed Section - Section B,Pipeline,0.6173,Medium,hybrid,pending,,"[{""activity_id"": ""OIL-PLN-112-B"", ""activity_name"": ""Caliper and Gauging Pigging Run of Completed Section - Section B"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.12.2"", ""semantic_score"": 0.5398, ""fuzzy_score"": 0.6298, ""discipline_boost"": 1.0, ""final_score"": 0.6173}, {""activity_id"": ""OIL-PLN-112-D"", ""activity_name"": ""Caliper and Gauging Pigging Run of Completed Section - Section D"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.12.4"", ""semantic_score"": 0.5343, ""fuzzy_score"": 0.6298, ""discipline_boost"": 1.0, ""final_score"": 0.6143}, {""activity_id"": ""OIL-PLN-112-C"", ""activity_name"": ""Caliper and Gauging Pigging Run of Completed Section - Section C"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.12.3"", ""semantic_score"": 0.526, ""fuzzy_score"": 0.6298, ""discipline_boost"": 1.0, ""final_score"": 0.6097}]"
UPD-2026-030,2026-04-25,excel,"Formwork and water curing of concrete block completed, 14 days finished.","Formwork and water curing of concrete block completed, 14 days finished.",,OIL-CIV-306-B,Water Curing and Formwork Striking of Concrete - Block B,Civil,0.6289,Medium,hybrid,pending,,"[{""activity_id"": ""OIL-CIV-306-B"", ""activity_name"": ""Water Curing and Formwork Striking of Concrete - Block B"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.6.2"", ""semantic_score"": 0.6253, ""fuzzy_score"": 0.8143, ""discipline_boost"": 0.0, ""final_score"": 0.6289}, {""activity_id"": ""OIL-CIV-306-A"", ""activity_name"": ""Water Curing and Formwork Striking of Concrete - Block A"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.6.1"", ""semantic_score"": 0.6194, ""fuzzy_score"": 0.8143, ""discipline_boost"": 0.0, ""final_score"": 0.6257}, {""activity_id"": ""OIL-CIV-306-D"", ""activity_name"": ""Water Curing and Formwork Striking of Concrete - Block D"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.6.4"", ""semantic_score"": 0.6105, ""fuzzy_score"": 0.8237, ""discipline_boost"": 0.0, ""final_score"": 0.6241}]"
UPD-2026-031,2026-04-26,whatsapp_log,"Continuous heavy torrential rain since 9 AM, site completely waterlogged, civil work suspended.","Continuous heavy torrential rain since 9 AM, site completely waterlogged, civil work suspended.",,OIL-CIV-306-A,Water Curing and Formwork Striking of Concrete - Block A,Civil,0.463,Low,unmatched,pending,,"[{""activity_id"": ""OIL-CIV-306-A"", ""activity_name"": ""Water Curing and Formwork Striking of Concrete - Block A"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.6.1"", ""semantic_score"": 0.4156, ""fuzzy_score"": 0.3841, ""discipline_boost"": 1.0, ""final_score"": 0.463}, {""activity_id"": ""OIL-CIV-306-D"", ""activity_name"": ""Water Curing and Formwork Striking of Concrete - Block D"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.6.4"", ""semantic_score"": 0.4022, ""fuzzy_score"": 0.3974, ""discipline_boost"": 1.0, ""final_score"": 0.4603}, {""activity_id"": ""OIL-CIV-306-C"", ""activity_name"": ""Water Curing and Formwork Striking of Concrete - Block C"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.6.3"", ""semantic_score"": 0.4045, ""fuzzy_score"": 0.3841, ""discipline_boost"": 1.0, ""final_score"": 0.4569}]"
UPD-2026-032,2026-04-27,whatsapp_log,Daily safety toolbox meeting conducted with 45 workers regarding working at height and PPE.,Daily safety toolbox meeting conducted with 45 workers regarding working at height and PPE.,,OIL-CIV-301-A,"Site Grading, Leveling and Boundary Fencing - Location A",Civil,0.3033,Low,unmatched,pending,,"[{""activity_id"": ""OIL-CIV-301-A"", ""activity_name"": ""Site Grading, Leveling and Boundary Fencing - Location A"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.1.1"", ""semantic_score"": 0.2622, ""fuzzy_score"": 0.4544, ""discipline_boost"": 0.0, ""final_score"": 0.3033}, {""activity_id"": ""OIL-CIV-301-B"", ""activity_name"": ""Site Grading, Leveling and Boundary Fencing - Location B"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.1.2"", ""semantic_score"": 0.2518, ""fuzzy_score"": 0.449, ""discipline_boost"": 0.0, ""final_score"": 0.2956}, {""activity_id"": ""OIL-CIV-301-D"", ""activity_name"": ""Site Grading, Leveling and Boundary Fencing - Location D"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.1.4"", ""semantic_score"": 0.2597, ""fuzzy_score"": 0.4354, ""discipline_boost"": 0.0, ""final_score"": 0.2952}]"
UPD-2026-033,2026-04-28,text,"Site DG generator 250 kVA fuel tank filled with 800 liters diesel, oil filter replaced.","Site DG generator 250 kVA fuel tank filled with 800 liters diesel, oil filter replaced.",,OIL-ELE-401-D,Installation of 33kV/415V Main Oil Field Stepdown Transformer - Substation D,Electrical,0.3373,Low,unmatched,pending,,"[{""activity_id"": ""OIL-ELE-401-D"", ""activity_name"": ""Installation of 33kV/415V Main Oil Field Stepdown Transformer - Substation D"", ""discipline"": ""Electrical"", ""wbs_code"": ""1.4.1.4"", ""semantic_score"": 0.3556, ""fuzzy_score"": 0.4049, ""discipline_boost"": 0.0, ""final_score"": 0.3373}, {""activity_id"": ""OIL-MEC-606-D"", ""activity_name"": ""Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station D"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.6.4"", ""semantic_score"": 0.3329, ""fuzzy_score"": 0.4, ""discipline_boost"": 0.0, ""final_score"": 0.3231}, {""activity_id"": ""OIL-ELE-401-A"", ""activity_name"": ""Installation of 33kV/415V Main Oil Field Stepdown Transformer - Substation A"", ""discipline"": ""Electrical"", ""wbs_code"": ""1.4.1.1"", ""semantic_score"": 0.3129, ""fuzzy_score"": 0.3926, ""discipline_boost"": 0.0, ""final_score"": 0.3095}]"
UPD-2026-034,2026-04-29,excel,Local village panchayat delegation visited site regarding culvert crossing access road.,Local village panchayat delegation visited site regarding culvert crossing access road.,,OIL-PLN-111-C,Horizontal Directional Drilling (HDD) River Crossing - Crossing C,Pipeline,0.3253,Low,unmatched,pending,,"[{""activity_id"": ""OIL-PLN-111-C"", ""activity_name"": ""Horizontal Directional Drilling (HDD) River Crossing - Crossing C"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.11.3"", ""semantic_score"": 0.298, ""fuzzy_score"": 0.4612, ""discipline_boost"": 0.0, ""final_score"": 0.3253}, {""activity_id"": ""OIL-PLN-111-B"", ""activity_name"": ""Horizontal Directional Drilling (HDD) River Crossing - Crossing B"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.11.2"", ""semantic_score"": 0.2972, ""fuzzy_score"": 0.4475, ""discipline_boost"": 0.0, ""final_score"": 0.3201}, {""activity_id"": ""OIL-PLN-111-A"", ""activity_name"": ""Horizontal Directional Drilling (HDD) River Crossing - Crossing A"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.11.1"", ""semantic_score"": 0.2924, ""fuzzy_score"": 0.4514, ""discipline_boost"": 0.0, ""final_score"": 0.3188}]"
UPD-2026-035,2026-04-30,whatsapp_log,"Hydraulic excavator CAT 320 broken down due to blown oil hose, mechanic team dispatched.","Hydraulic excavator CAT 320 broken down due to blown oil hose, mechanic team dispatched.",,OIL-MEC-606-D,Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station D,Mechanical,0.3518,Low,unmatched,pending,,"[{""activity_id"": ""OIL-MEC-606-D"", ""activity_name"": ""Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station D"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.6.4"", ""semantic_score"": 0.3575, ""fuzzy_score"": 0.4435, ""discipline_boost"": 0.0, ""final_score"": 0.3518}, {""activity_id"": ""OIL-MEC-606-A"", ""activity_name"": ""Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station A"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.6.1"", ""semantic_score"": 0.3563, ""fuzzy_score"": 0.4435, ""discipline_boost"": 0.0, ""final_score"": 0.3512}, {""activity_id"": ""OIL-MEC-606-B"", ""activity_name"": ""Centrifugal Crude Oil Dispatch Pump Skid Erection & Alignment - Station B"", ""discipline"": ""Mechanical"", ""wbs_code"": ""1.6.6.2"", ""semantic_score"": 0.3484, ""fuzzy_score"": 0.4559, ""discipline_boost"": 0.0, ""final_score"": 0.3512}]"
UPD-2026-036,2026-05-01,text,Catering and drinking water delivery received for night shift crew.,Catering and drinking water delivery received for night shift crew.,,OIL-PLN-102-A,"Right of Way (ROW) Clearing, Grubbing & Grading - Section A",Pipeline,0.3068,Low,unmatched,pending,,"[{""activity_id"": ""OIL-PLN-102-A"", ""activity_name"": ""Right of Way (ROW) Clearing, Grubbing & Grading - Section A"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.2.1"", ""semantic_score"": 0.2446, ""fuzzy_score"": 0.4921, ""discipline_boost"": 0.0, ""final_score"": 0.3068}, {""activity_id"": ""OIL-PLN-102-D"", ""activity_name"": ""Right of Way (ROW) Clearing, Grubbing & Grading - Section D"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.2.4"", ""semantic_score"": 0.2439, ""fuzzy_score"": 0.4762, ""discipline_boost"": 0.0, ""final_score"": 0.3008}, {""activity_id"": ""OIL-PLN-102-C"", ""activity_name"": ""Right of Way (ROW) Clearing, Grubbing & Grading - Section C"", ""discipline"": ""Pipeline"", ""wbs_code"": ""1.1.2.3"", ""semantic_score"": 0.2329, ""fuzzy_score"": 0.4762, ""discipline_boost"": 0.0, ""final_score"": 0.2948}]"
UPD-2026-037,2026-05-02,excel,Third party ISO audit team completed documentation review in admin building.,Third party ISO audit team completed documentation review in admin building.,,OIL-INS-501-D,Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room D,Instrumentation,0.2932,Low,unmatched,pending,,"[{""activity_id"": ""OIL-INS-501-D"", ""activity_name"": ""Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room D"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.1.4"", ""semantic_score"": 0.2585, ""fuzzy_score"": 0.4314, ""discipline_boost"": 0.0, ""final_score"": 0.2932}, {""activity_id"": ""OIL-INS-501-B"", ""activity_name"": ""Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room B"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.1.2"", ""semantic_score"": 0.2581, ""fuzzy_score"": 0.4314, ""discipline_boost"": 0.0, ""final_score"": 0.2929}, {""activity_id"": ""OIL-INS-501-C"", ""activity_name"": ""Installation of Remote Terminal Unit (RTU) & DCS PLC Control Panels - Control Room C"", ""discipline"": ""Instrumentation"", ""wbs_code"": ""1.5.1.3"", ""semantic_score"": 0.2616, ""fuzzy_score"": 0.4185, ""discipline_boost"": 0.0, ""final_score"": 0.2904}]"
UPD-2026-038,2026-05-03,whatsapp_log,Forest department ranger conducted joint boundary pillar verification.,Forest department ranger conducted joint boundary pillar verification.,,OIL-CIV-301-D,"Site Grading, Leveling and Boundary Fencing - Location D",Civil,0.3971,Low,unmatched,pending,,"[{""activity_id"": ""OIL-CIV-301-D"", ""activity_name"": ""Site Grading, Leveling and Boundary Fencing - Location D"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.1.4"", ""semantic_score"": 0.3977, ""fuzzy_score"": 0.5095, ""discipline_boost"": 0.0, ""final_score"": 0.3971}, {""activity_id"": ""OIL-CIV-301-B"", ""activity_name"": ""Site Grading, Leveling and Boundary Fencing - Location B"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.1.2"", ""semantic_score"": 0.4041, ""fuzzy_score"": 0.4889, ""discipline_boost"": 0.0, ""final_score"": 0.3934}, {""activity_id"": ""OIL-CIV-301-A"", ""activity_name"": ""Site Grading, Leveling and Boundary Fencing - Location A"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.1.1"", ""semantic_score"": 0.3922, ""fuzzy_score"": 0.4889, ""discipline_boost"": 0.0, ""final_score"": 0.3868}]"
UPD-2026-039,2026-05-04,text,Site perimeter floodlights bulb replacement completed on Mast 4.,Site perimeter floodlights bulb replacement completed on Mast 4.,,OIL-ELE-405-B,"Cable Glanding, Crimping and Terminal Lugging at Switchgear - Panel B",Electrical,0.3035,Low,unmatched,pending,,"[{""activity_id"": ""OIL-ELE-405-B"", ""activity_name"": ""Cable Glanding, Crimping and Terminal Lugging at Switchgear - Panel B"", ""discipline"": ""Electrical"", ""wbs_code"": ""1.4.5.2"", ""semantic_score"": 0.3126, ""fuzzy_score"": 0.3759, ""discipline_boost"": 0.0, ""final_score"": 0.3035}, {""activity_id"": ""OIL-ELE-405-A"", ""activity_name"": ""Cable Glanding, Crimping and Terminal Lugging at Switchgear - Panel A"", ""discipline"": ""Electrical"", ""wbs_code"": ""1.4.5.1"", ""semantic_score"": 0.3006, ""fuzzy_score"": 0.3759, ""discipline_boost"": 0.0, ""final_score"": 0.2969}, {""activity_id"": ""OIL-ELE-405-D"", ""activity_name"": ""Cable Glanding, Crimping and Terminal Lugging at Switchgear - Panel D"", ""discipline"": ""Electrical"", ""wbs_code"": ""1.4.5.4"", ""semantic_score"": 0.2892, ""fuzzy_score"": 0.391, ""discipline_boost"": 0.0, ""final_score"": 0.2959}]"
UPD-2026-040,2026-04-15,whatsapp_log,Scaffolding dismantled from administrative building stairwell.,Scaffolding dismantled from administrative building stairwell.,,OIL-CIV-302-A,Bulk Earth Excavation for Compressor Foundation - Area A,Civil,0.3593,Low,unmatched,pending,,"[{""activity_id"": ""OIL-CIV-302-A"", ""activity_name"": ""Bulk Earth Excavation for Compressor Foundation - Area A"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.2.1"", ""semantic_score"": 0.4268, ""fuzzy_score"": 0.3559, ""discipline_boost"": 0.0, ""final_score"": 0.3593}, {""activity_id"": ""OIL-CIV-302-D"", ""activity_name"": ""Bulk Earth Excavation for Compressor Foundation - Area D"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.2.4"", ""semantic_score"": 0.4014, ""fuzzy_score"": 0.3729, ""discipline_boost"": 0.0, ""final_score"": 0.3513}, {""activity_id"": ""OIL-CIV-302-B"", ""activity_name"": ""Bulk Earth Excavation for Compressor Foundation - Area B"", ""discipline"": ""Civil"", ""wbs_code"": ""1.3.2.2"", ""semantic_score"": 0.4045, ""fuzzy_score"": 0.3559, ""discipline_boost"": 0.0, ""final_score"": 0.347}]"
